system,scenario,method,branch,valid_n,false_suppression_n,false_suppression_soft_n,false_suppression_hard_n,invalid_n,detected_n,detected_with_caveat_n,missed_failure_n,downgrade_n,downgrade_correct_n,downgrade_missed_n,downgrade_over_suppressed_n,not_applicable_n,detection_est,detection_lo,detection_hi,false_suppression_est,false_suppression_lo,false_suppression_hi,false_suppression_soft_est,false_suppression_soft_lo,false_suppression_soft_hi,false_suppression_hard_est,false_suppression_hard_lo,false_suppression_hard_hi,missed_failure_est,missed_failure_lo,missed_failure_hi,caveat_blindness_est,caveat_blindness_lo,caveat_blindness_hi
holdem,S8,B3_within_seed_reps,BRANCH_C,0,0,0,0,40,40,0,0,0,0,0,0,0,1.0,0.912378,1.0,,,,,,,,,,0.0,0.0,0.087622,,,
holdem,S8,B3_within_seed_reps,BRANCH_D,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S8,B3_within_seed_reps,BRANCH_E,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
holdem,S8,B4_unpaired,BRANCH_A,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S8,B4_unpaired,BRANCH_B,40,40,40,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.912378,1.0,1.0,0.912378,1.0,0.0,0.0,0.087622,,,,,,
holdem,S8,B4_unpaired,BRANCH_C,0,0,0,0,40,0,40,0,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,0.0,0.0,0.087622,,,
holdem,S8,B4_unpaired,BRANCH_D,40,40,0,40,0,0,0,0,0,0,0,0,0,,,,1.0,0.912378,1.0,0.0,0.0,0.087622,1.0,0.912378,1.0,,,,,,
holdem,S8,B4_unpaired,BRANCH_E,0,0,0,0,40,40,0,0,0,0,0,0,0,1.0,0.912378,1.0,,,,,,,,,,0.0,0.0,0.087622,,,
holdem,S8,B5_cluster_hier,BRANCH_A,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S8,B5_cluster_hier,BRANCH_B,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S8,B5_cluster_hier,BRANCH_C,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
holdem,S8,B5_cluster_hier,BRANCH_D,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S8,B5_cluster_hier,BRANCH_E,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
holdem,S8,B6_event_keyed_wb,BRANCH_A,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S8,B6_event_keyed_wb,BRANCH_B,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S8,B6_event_keyed_wb,BRANCH_C,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
holdem,S8,B6_event_keyed_wb,BRANCH_D,40,40,40,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.912378,1.0,1.0,0.912378,1.0,0.0,0.0,0.087622,,,,,,
holdem,S8,B6_event_keyed_wb,BRANCH_E,0,0,0,0,40,0,40,0,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,0.0,0.0,0.087622,,,
holdem,S8,B7_csvf_full,BRANCH_A,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S8,B7_csvf_full,BRANCH_B,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S8,B7_csvf_full,BRANCH_C,0,0,0,0,40,40,0,0,0,0,0,0,0,1.0,0.912378,1.0,,,,,,,,,,0.0,0.0,0.087622,,,
holdem,S8,B7_csvf_full,BRANCH_D,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S8,B7_csvf_full,BRANCH_E,0,0,0,0,40,40,0,0,0,0,0,0,0,1.0,0.912378,1.0,,,,,,,,,,0.0,0.0,0.087622,,,
holdem,S9,B0_schedule_only,BRANCH_A,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S9,B0_schedule_only,BRANCH_B,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
holdem,S9,B0_schedule_only,BRANCH_C,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S9,B0_schedule_only,BRANCH_D,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S9,B0_schedule_only,BRANCH_E,0,0,0,0,0,0,0,0,0,0,0,0,40,,,,,,,,,,,,,,,,,,
holdem,S9,B1_outcome_aa,BRANCH_A,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S9,B1_outcome_aa,BRANCH_B,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
holdem,S9,B1_outcome_aa,BRANCH_C,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S9,B1_outcome_aa,BRANCH_D,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S9,B1_outcome_aa,BRANCH_E,0,0,0,0,0,0,0,0,0,0,0,0,40,,,,,,,,,,,,,,,,,,
holdem,S9,B2_trace_aa,BRANCH_A,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S9,B2_trace_aa,BRANCH_B,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
holdem,S9,B2_trace_aa,BRANCH_C,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S9,B2_trace_aa,BRANCH_D,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S9,B2_trace_aa,BRANCH_E,0,0,0,0,0,0,0,0,0,0,0,0,40,,,,,,,,,,,,,,,,,,
holdem,S9,B3_within_seed_reps,BRANCH_A,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S9,B3_within_seed_reps,BRANCH_B,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
holdem,S9,B3_within_seed_reps,BRANCH_C,40,40,0,40,0,0,0,0,0,0,0,0,0,,,,1.0,0.912378,1.0,0.0,0.0,0.087622,1.0,0.912378,1.0,,,,,,
holdem,S9,B3_within_seed_reps,BRANCH_D,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S9,B3_within_seed_reps,BRANCH_E,0,0,0,0,0,0,0,0,0,0,0,0,40,,,,,,,,,,,,,,,,,,
holdem,S9,B4_unpaired,BRANCH_A,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S9,B4_unpaired,BRANCH_B,0,0,0,0,40,0,40,0,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,0.0,0.0,0.087622,,,
holdem,S9,B4_unpaired,BRANCH_C,40,40,40,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.912378,1.0,1.0,0.912378,1.0,0.0,0.0,0.087622,,,,,,
holdem,S9,B4_unpaired,BRANCH_D,40,40,0,40,0,0,0,0,0,0,0,0,0,,,,1.0,0.912378,1.0,0.0,0.0,0.087622,1.0,0.912378,1.0,,,,,,
holdem,S9,B4_unpaired,BRANCH_E,0,0,0,0,0,0,0,0,0,0,0,0,40,,,,,,,,,,,,,,,,,,
holdem,S9,B5_cluster_hier,BRANCH_A,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S9,B5_cluster_hier,BRANCH_B,0,0,0,0,40,40,0,0,0,0,0,0,0,1.0,0.912378,1.0,,,,,,,,,,0.0,0.0,0.087622,,,
holdem,S9,B5_cluster_hier,BRANCH_C,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S9,B5_cluster_hier,BRANCH_D,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S9,B5_cluster_hier,BRANCH_E,0,0,0,0,0,0,0,0,0,0,0,0,40,,,,,,,,,,,,,,,,,,
holdem,S9,B6_event_keyed_wb,BRANCH_A,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S9,B6_event_keyed_wb,BRANCH_B,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
holdem,S9,B6_event_keyed_wb,BRANCH_C,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S9,B6_event_keyed_wb,BRANCH_D,40,40,40,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.912378,1.0,1.0,0.912378,1.0,0.0,0.0,0.087622,,,,,,
holdem,S9,B6_event_keyed_wb,BRANCH_E,0,0,0,0,0,0,0,0,0,0,0,0,40,,,,,,,,,,,,,,,,,,
holdem,S9,B7_csvf_full,BRANCH_A,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S9,B7_csvf_full,BRANCH_B,0,0,0,0,40,40,0,0,0,0,0,0,0,1.0,0.912378,1.0,,,,,,,,,,0.0,0.0,0.087622,,,
holdem,S9,B7_csvf_full,BRANCH_C,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S9,B7_csvf_full,BRANCH_D,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
holdem,S9,B7_csvf_full,BRANCH_E,0,0,0,0,0,0,0,0,0,0,0,0,40,,,,,,,,,,,,,,,,,,
ising,S0,B0_schedule_only,BRANCH_A,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B0_schedule_only,BRANCH_B,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B0_schedule_only,BRANCH_C,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B0_schedule_only,BRANCH_D,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B0_schedule_only,BRANCH_E,0,0,0,0,0,0,0,0,0,0,0,0,40,,,,,,,,,,,,,,,,,,
ising,S0,B1_outcome_aa,BRANCH_A,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B1_outcome_aa,BRANCH_B,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B1_outcome_aa,BRANCH_C,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B1_outcome_aa,BRANCH_D,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B1_outcome_aa,BRANCH_E,0,0,0,0,0,0,0,0,0,0,0,0,40,,,,,,,,,,,,,,,,,,
ising,S0,B2_trace_aa,BRANCH_A,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B2_trace_aa,BRANCH_B,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B2_trace_aa,BRANCH_C,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B2_trace_aa,BRANCH_D,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B2_trace_aa,BRANCH_E,0,0,0,0,0,0,0,0,0,0,0,0,40,,,,,,,,,,,,,,,,,,
ising,S0,B3_within_seed_reps,BRANCH_A,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B3_within_seed_reps,BRANCH_B,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B3_within_seed_reps,BRANCH_C,40,40,0,40,0,0,0,0,0,0,0,0,0,,,,1.0,0.912378,1.0,0.0,0.0,0.087622,1.0,0.912378,1.0,,,,,,
ising,S0,B3_within_seed_reps,BRANCH_D,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B3_within_seed_reps,BRANCH_E,0,0,0,0,0,0,0,0,0,0,0,0,40,,,,,,,,,,,,,,,,,,
ising,S0,B4_unpaired,BRANCH_A,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B4_unpaired,BRANCH_B,40,40,40,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.912378,1.0,1.0,0.912378,1.0,0.0,0.0,0.087622,,,,,,
ising,S0,B4_unpaired,BRANCH_C,40,40,40,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.912378,1.0,1.0,0.912378,1.0,0.0,0.0,0.087622,,,,,,
ising,S0,B4_unpaired,BRANCH_D,40,40,0,40,0,0,0,0,0,0,0,0,0,,,,1.0,0.912378,1.0,0.0,0.0,0.087622,1.0,0.912378,1.0,,,,,,
ising,S0,B4_unpaired,BRANCH_E,0,0,0,0,0,0,0,0,0,0,0,0,40,,,,,,,,,,,,,,,,,,
ising,S0,B5_cluster_hier,BRANCH_A,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B5_cluster_hier,BRANCH_B,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B5_cluster_hier,BRANCH_C,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B5_cluster_hier,BRANCH_D,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B5_cluster_hier,BRANCH_E,0,0,0,0,0,0,0,0,0,0,0,0,40,,,,,,,,,,,,,,,,,,
ising,S0,B6_event_keyed_wb,BRANCH_A,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B6_event_keyed_wb,BRANCH_B,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B6_event_keyed_wb,BRANCH_C,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B6_event_keyed_wb,BRANCH_D,40,40,40,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.912378,1.0,1.0,0.912378,1.0,0.0,0.0,0.087622,,,,,,
ising,S0,B6_event_keyed_wb,BRANCH_E,0,0,0,0,0,0,0,0,0,0,0,0,40,,,,,,,,,,,,,,,,,,
ising,S0,B7_csvf_full,BRANCH_A,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B7_csvf_full,BRANCH_B,40,40,40,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.912378,1.0,1.0,0.912378,1.0,0.0,0.0,0.087622,,,,,,
ising,S0,B7_csvf_full,BRANCH_C,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S0,B7_csvf_full,BRANCH_D,40,40,0,40,0,0,0,0,0,0,0,0,0,,,,1.0,0.912378,1.0,0.0,0.0,0.087622,1.0,0.912378,1.0,,,,,,
ising,S0,B7_csvf_full,BRANCH_E,0,0,0,0,0,0,0,0,0,0,0,0,40,,,,,,,,,,,,,,,,,,
ising,S1,B0_schedule_only,BRANCH_A,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
ising,S1,B0_schedule_only,BRANCH_B,0,0,0,0,0,0,0,0,40,0,40,0,0,,,,,,,,,,,,,,,,1.0,0.912378,1.0
ising,S1,B0_schedule_only,BRANCH_C,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S1,B0_schedule_only,BRANCH_D,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
ising,S1,B0_schedule_only,BRANCH_E,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
ising,S1,B1_outcome_aa,BRANCH_A,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
ising,S1,B1_outcome_aa,BRANCH_B,0,0,0,0,0,0,0,0,40,0,40,0,0,,,,,,,,,,,,,,,,1.0,0.912378,1.0
ising,S1,B1_outcome_aa,BRANCH_C,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S1,B1_outcome_aa,BRANCH_D,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
ising,S1,B1_outcome_aa,BRANCH_E,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
ising,S1,B2_trace_aa,BRANCH_A,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
ising,S1,B2_trace_aa,BRANCH_B,0,0,0,0,0,0,0,0,40,0,40,0,0,,,,,,,,,,,,,,,,1.0,0.912378,1.0
ising,S1,B2_trace_aa,BRANCH_C,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S1,B2_trace_aa,BRANCH_D,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
ising,S1,B2_trace_aa,BRANCH_E,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
ising,S1,B3_within_seed_reps,BRANCH_A,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
ising,S1,B3_within_seed_reps,BRANCH_B,0,0,0,0,0,0,0,0,40,0,40,0,0,,,,,,,,,,,,,,,,1.0,0.912378,1.0
ising,S1,B3_within_seed_reps,BRANCH_C,40,40,0,40,0,0,0,0,0,0,0,0,0,,,,1.0,0.912378,1.0,0.0,0.0,0.087622,1.0,0.912378,1.0,,,,,,
ising,S1,B3_within_seed_reps,BRANCH_D,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
ising,S1,B3_within_seed_reps,BRANCH_E,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
ising,S1,B4_unpaired,BRANCH_A,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
ising,S1,B4_unpaired,BRANCH_B,0,0,0,0,0,0,0,0,40,40,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.087622
ising,S1,B4_unpaired,BRANCH_C,40,40,40,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.912378,1.0,1.0,0.912378,1.0,0.0,0.0,0.087622,,,,,,
ising,S1,B4_unpaired,BRANCH_D,0,0,0,0,40,40,0,0,0,0,0,0,0,1.0,0.912378,1.0,,,,,,,,,,0.0,0.0,0.087622,,,
ising,S1,B4_unpaired,BRANCH_E,0,0,0,0,40,40,0,0,0,0,0,0,0,1.0,0.912378,1.0,,,,,,,,,,0.0,0.0,0.087622,,,
ising,S1,B5_cluster_hier,BRANCH_A,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
ising,S1,B5_cluster_hier,BRANCH_B,0,0,0,0,0,0,0,0,40,0,40,0,0,,,,,,,,,,,,,,,,1.0,0.912378,1.0
ising,S1,B5_cluster_hier,BRANCH_C,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S1,B5_cluster_hier,BRANCH_D,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
ising,S1,B5_cluster_hier,BRANCH_E,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
ising,S1,B6_event_keyed_wb,BRANCH_A,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
ising,S1,B6_event_keyed_wb,BRANCH_B,0,0,0,0,0,0,0,0,40,0,40,0,0,,,,,,,,,,,,,,,,1.0,0.912378,1.0
ising,S1,B6_event_keyed_wb,BRANCH_C,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S1,B6_event_keyed_wb,BRANCH_D,0,0,0,0,40,0,40,0,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,0.0,0.0,0.087622,,,
ising,S1,B6_event_keyed_wb,BRANCH_E,0,0,0,0,40,0,40,0,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,0.0,0.0,0.087622,,,
ising,S1,B7_csvf_full,BRANCH_A,0,0,0,0,40,40,0,0,0,0,0,0,0,1.0,0.912378,1.0,,,,,,,,,,0.0,0.0,0.087622,,,
ising,S1,B7_csvf_full,BRANCH_B,0,0,0,0,0,0,0,0,40,40,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.087622
ising,S1,B7_csvf_full,BRANCH_C,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S1,B7_csvf_full,BRANCH_D,0,0,0,0,40,40,0,0,0,0,0,0,0,1.0,0.912378,1.0,,,,,,,,,,0.0,0.0,0.087622,,,
ising,S1,B7_csvf_full,BRANCH_E,0,0,0,0,40,40,0,0,0,0,0,0,0,1.0,0.912378,1.0,,,,,,,,,,0.0,0.0,0.087622,,,
ising,S10,B0_schedule_only,BRANCH_A,40,40,0,40,0,0,0,0,0,0,0,0,0,,,,1.0,0.912378,1.0,0.0,0.0,0.087622,1.0,0.912378,1.0,,,,,,
ising,S10,B0_schedule_only,BRANCH_B,0,0,0,0,40,40,0,0,0,0,0,0,0,1.0,0.912378,1.0,,,,,,,,,,0.0,0.0,0.087622,,,
ising,S10,B0_schedule_only,BRANCH_C,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.087622,0.0,0.0,0.087622,0.0,0.0,0.087622,,,,,,
ising,S10,B0_schedule_only,BRANCH_D,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
ising,S10,B0_schedule_only,BRANCH_E,0,0,0,0,40,0,0,40,0,0,0,0,0,0.0,0.0,0.087622,,,,,,,,,,1.0,0.912378,1.0,,,
ising,S10,B1_outcome_aa,BRANCH_A,40,40,0,40,0,0,0,0,0,0,0,0,0,,,,1.0,0.912378,1.0,0.0,0.0,0.087622,1.0,0.912378,1.0,,,,,,
ising,S10,B1_outcome_aa,BRANCH_B,0,0,0,0,40,40,0,0,0,0,0,0,0,1.0,0.912378,1.0,,,,,,,,,,0.0,0.0,0.087622,,,
